"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
201504,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","900ER",11,1730300
201504,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","900",9,1316700
201504,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","900",21,3072300
201504,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","800",23,3312000
201504,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","800",128,18432000
201504,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","700",116,14987200
201504,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","400",15,1815000
201504,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","400",216,26136000
201504,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","300",27,14904000
201504,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","200",3,1410000
201504,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Airbus","A380","800",29,24682770
201504,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","777","300ER",30,16620000
201504,"Air Cargo Carriers","2Q","Air Cargo Carriers","2Q","Domestic","US","Freighter","Turbo Prop","Shorts","SD3","30",22,572000
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Regional Jet","Embraer","ERJ","190",1,97000
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","211",1,171500
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","214",26,3720300
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","211",80,11376000
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","114",73,9818500
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","112",7,964600
201504,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Wide Body","Boeing","767","300",29,9277100
201504,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","737","700",87,11136000
201504,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A330","200",21,8379608
201503,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","400ERF",5,3265000
201503,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Airbus","A340","600",2,1142000
201503,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Boeing","747","400",31,19530000
201503,"Virgin America","VX","Virgin America","VX","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",37,5271247
201503,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",1088,155025589
201503,"Virgin America","VX","Virgin America","VX","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",1,137789
201503,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",285,39269865
201503,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","232",61,8674200
201503,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","232",61,8674200
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","232",795,113049000
201503,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","131",44,6058800
201503,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","131",18,2478600
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","131",423,58247100
201503,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","787","900",3,1275000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","787","900",3,1275000
201503,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","787","800",39,14820000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","787","800",23,8740000
201503,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","777","222B",31,14260000
201503,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","777","222B",64,29440000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","777","222B",6,2760000
201503,"United Airlines","UA","United Airlines","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","222",31,14260000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","777","222",56,24920000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","767","400",28,9800000
201503,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","767","322",23,7360000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","767","322",32,10240000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","300",329,73696000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","-",506,100188000
201503,"United Airlines","UA","United Airlines","UA","International","Europe","Passenger","Wide Body","Boeing","747","422",30,18900000
201503,"United Airlines","UA","United Airlines","UA","International","Asia","Passenger","Wide Body","Boeing","747","422",155,97650000
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","747","422",6,3780000
201503,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","737","900ER",67,10519100
201503,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","737","900ER",13,2044900
201503,"United Airlines","UA","United Airlines","UA","International","Canada","Passenger","Narrow Body","Boeing","737","900",1,147300
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","900",931,146166300
201503,"United Airlines","UA","United Airlines","UA","International","Mexico","Passenger","Narrow Body","Boeing","737","800",8,1170400
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","800",822,120203400
201503,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","700",13,1679600
201503,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",356,61054000
201503,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A320","231",56,7957600
201503,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Airbus","A319","132",1,137700
201503,"US Airways","US","US Airways","US","Domestic","US","Passenger","Narrow Body","Boeing","757","200",1,198000
201503,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A320","-",39,5545800
201503,"TACA International Airlines, S.A.","TA","TACA International Airlines, S.A.","TA","International","Central America","Passenger","Narrow Body","Airbus","A319","-",5,687500
201503,"Swiss International","LX","Swiss International","LX","International","Europe","Passenger","Wide Body","Airbus","A340","300",31,12985218
201503,"Sun Country Airlines","SY","Sun Country Airlines","SY","International","Mexico","Passenger","Narrow Body","Boeing","737","800",2,292600
201503,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","737","800",6,877500
201503,"Sun Country Airlines","SY","Sun Country Airlines","SY","Domestic","US","Passenger","Narrow Body","Boeing","737","700",21,2713200
201503,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","800",48,6912000
201503,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","700",762,97536000
201503,"Southwest Airlines","WN","Southwest Airlines","WN","Domestic","US","Passenger","Narrow Body","Boeing","737","300",491,55974000
201503,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Embraer","ERJ","175",51,3822807
201503,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","175",567,42500619
201503,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Turbo Prop","Embraer","EMB","120",416,10732800
201503,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",61,4581100
201503,"SkyWest Airlines","OO","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","700",26,1742000
201503,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CRJ","600",130,8710000
201503,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","600",694,46498000
201503,"SkyWest Airlines","OO","United Airlines","UA","International","Canada","Passenger","Regional Jet","Bombardier","CL600","2B19",63,2961000
201503,"SkyWest Airlines","OO","United Airlines","UA","Domestic","US","Passenger","Regional Jet","Bombardier","CL600","2B19",1723,80981000
201503,"Singapore Airlines","SQ","Singapore Airlines","SQ","International","Asia","Passenger","Wide Body","Boeing","777","300ER",62,34348000
201503,"SAS Airlines","SK","SAS Airlines","SK","International","Europe","Passenger","Wide Body","Airbus","A340","300",27,11286000
201503,"Philippine Airlines","PR","Philippine Airlines","PR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",30,16620000
201503,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","747","800",26,19838000
201503,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","747","400F",1,652000
201503,"Mesa Airlines","YV","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",89,6541500
201503,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A380","800",30,25860000
201503,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A340","600",31,17701000
201503,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","300ER",3,1662000
201503,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","200",28,12880000
201503,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","800",24,18312000
201503,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","400F",2,1304000
201503,"Kalitta Air","K4","Kalitta Air","K4","Domestic","US","Freighter","Wide Body","Boeing","747","400F",12,7824000
201503,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Airbus","A330","300",1,411400
201503,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Airbus","A330","200",23,9209200
201503,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","Boeing","747","400",3,1886160
201503,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A321","-",151,25972000
201503,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",298,42375600
201503,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","777","300ER",31,17174000
201503,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Airbus","A330","200",61,24461000
201503,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",143,19233500
201503,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","30",2,872000
201503,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","10",12,4494000
201503,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","Airbus","A300","60",20,6174000
201503,"Etihad Airways","EY","Etihad Airways","EY","International","Middle East","Passenger","Wide Body","Boeing","777","300ER",31,17173969
201503,"Emirates","EK","Emirates","EK","International","Middle East","Passenger","Wide Body","Airbus","A380","800",31,26927251
201503,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",62,34348000
